Column,article,Non_self_referencial_link,volume,pre_link_text,link_text,clean_link_text_not_article,trustedRepo,DOI_for_article,linkDOI,TheStatusList,StatusOverview,citationCount,Date,dateYear 
695,S0022285208002324.xml,True,252,discussions.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.07.002,https://dx.doi.org/10.1016/j.jms.2008.07.002,302,ACTIVE,10,2008-11-00,2008
696,S0022285208002518.xml,True,252,nkfurtMain.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.08.002,https://dx.doi.org/10.1016/j.jms.2008.08.002,302,ACTIVE,5,2008-12-00,2008
697,S0022285208002518.xml,True,252,Int. J. Quantum Chem. Symp.261992879894(b)See also http,http://aces2.de.,http://aces2.de,false,10.1016/j.jms.2008.08.002,https://dx.doi.org/10.1016/j.jms.2008.08.002,200,ACTIVE,5,2008-12-00,2008
698,S0022285208002580.xml,True,252,"ransfer model (LBLRTM). Theoretical calculation of the line-mixing coefficients for CO2 is reported in the work of Niro et al. [13], and the results of this theoretical calculation can be downloaded from the AER Inc. website (http",http://www.rtweb.aer.com/).,http://www.rtweb.aer.com,false,10.1016/j.jms.2008.08.004,https://dx.doi.org/10.1016/j.jms.2008.08.004,"(['error code: ', <class 'requests.exceptions.ConnectionError'>, ])",BROKEN,0,2008-12-00,2008
699,S0022285208002592.xml,True,252,cknowledged.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.08.006,https://dx.doi.org/10.1016/j.jms.2008.08.006,302,ACTIVE,17,2008-12-00,2008
700,S0022285208002610.xml,True,252,nistration.Appendix ASupplementary dataSupplementary data for this article are available on Science Direct (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.08.007,https://dx.doi.org/10.1016/j.jms.2008.08.007,302,ACTIVE,3,2008-12-00,2008
701,S0022285208002622.xml,True,252,n line: Temperature dependenceD.S.MakarovI.A.KovalM.A.KoshelevV.V.ParshinM.Yu.TretyakovÃƒÂ¢Ã¯Â¿Â½Ã…Â½trt@appl-sci-nnov.ruhttp,http://www.mwl.sci-nnov.ru/,http://www.mwl.sci-nnov.ru,false,10.1016/j.jms.2008.08.005,https://dx.doi.org/10.1016/j.jms.2008.08.005,200,ACTIVE,8,2008-12-00,2008
702,S0022285208002646.xml,True,252,Appendix ASupplementary dataSupplementary data for this article (Tables A1ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“A4) are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.002,https://dx.doi.org/10.1016/j.jms.2008.09.002,302,ACTIVE,2,2008-12-00,2008
703,S0022285208002646.xml,True,252,Faraday Discuss. Chem. Soc.9719946980[22]Available from: <http,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm>.,http://physics.nist.gov/Divisions/Div844/facilities/uvs/jb95userguide.htm,false,10.1016/j.jms.2008.09.002,https://dx.doi.org/10.1016/j.jms.2008.09.002,404,BROKEN,2,2008-12-00,2008
704,S0022285208002646.xml,True,252,":physics.nist.govDivisionsDiv844facilitiesuvsjb95userguide.htm>.[23]PGOPHER, a Program for Simulating Rotational Structure, C.M. Western, University of Bristol, U.K., Available from: <http",http://pgopher.chm.bris.ac.uk>.,http://pgopher.chm.bris.ac.uk,false,10.1016/j.jms.2008.09.002,https://dx.doi.org/10.1016/j.jms.2008.09.002,200,ACTIVE,2,2008-12-00,2008
705,S0022285208002658.xml,True,252,nd supplies.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.003,https://dx.doi.org/10.1016/j.jms.2008.09.003,302,ACTIVE,5,2008-12-00,2008
706,S002228520800266X.xml,True,252,"500 infrared and microwave lines, their assignments, and observed-minus-calculated residuals. This output is available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http",http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.004,https://dx.doi.org/10.1016/j.jms.2008.09.004,302,ACTIVE,7,2008-12-00,2008
707,S002228520800266X.xml,True,252,"19984960[23]Guidelines for Evaluating and Expressing the Uncertainty of NIST Measurement Results, NIST Technical Note 1297, 1994. Available from http",http://physics.nist.gov/cuu/Uncertainty/index.html.,http://physics.nist.gov/cuu/Uncertainty/index.html,false,10.1016/j.jms.2008.09.004,https://dx.doi.org/10.1016/j.jms.2008.09.004,200,ACTIVE,7,2008-12-00,2008
708,S0022285208003020.ocr.xml,True,252,"sroom use.Permissions may be sought directly from ElsevierÃƒÆ’Ã‚Â¢Ãƒâ€šÃ¢â€šÂ¬Ãƒâ€šÃ¢â€žÂ¢s Rights Department in Oxford, UK; phone: (44) 1865 843830; fax:(44) 1865 853333; e-mail: permissions@elsevier.com. Requests may also be completed online via the Elsevier homepage (http",http://www.elsevier.com/locate/permissions).,http://www.elsevier.com/locate/permissions,false,10.1016/S0022-2852(08)00302-0,https://dx.doi.org/10.1016/S0022-2852(08)00302-0,404,BROKEN,0,2008-12-00,2008
709,S0022285208003020.ocr.xml,True,252, and developed policies to allow authorswho publish in Elsevier journals to comply with potential manuscript archiving requirements as specified as conditionsof their grants awards. To learn more about existing agreements and policies please visit http,http://www.elsevier.com/,http://www.elsevier.com,false,10.1016/S0022-2852(08)00302-0,https://dx.doi.org/10.1016/S0022-2852(08)00302-0,200,ACTIVE,0,2008-12-00,2008
710,S0022285208002671.xml,True,253,"ntegrated absorbance, the HWHM of the Gaussian and Lorentzian components and the baseline (assumed to be a second order polynomial function of the wavenumber) were determined by using the fityk program. This freely accessible software (http",http://www.unipress.waw.pl/fityk/),http://www.unipress.waw.pl/fityk,false,10.1016/j.jms.2008.09.005,https://dx.doi.org/10.1016/j.jms.2008.09.005,404,BROKEN,28,2009-01-00,2009
711,S0022285208002671.xml,True,253,script.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.005,https://dx.doi.org/10.1016/j.jms.2008.09.005,302,ACTIVE,28,2009-01-00,2009
712,S0022285208002695.xml,True,253,cknowledged.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.013,https://dx.doi.org/10.1016/j.jms.2008.09.013,302,ACTIVE,5,2009-01-00,2009
713,S0022285208002701.xml,True,253,CHE 0514256.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.012,https://dx.doi.org/10.1016/j.jms.2008.09.012,302,ACTIVE,4,2009-01-00,2009
714,S0022285208002701.xml,True,253,J. Mol. Spectrosc.1141985185[31]NIST Physical Reference Data: http,http://physics.nist.gov/PhysRefData/MolSpec/Diatomic/Html/Tables/OH.html.,http://physics.nist.gov/PhysRefData/MolSpec/Diatomic/Html/Tables/OH.html,false,10.1016/j.jms.2008.09.012,https://dx.doi.org/10.1016/j.jms.2008.09.012,200,ACTIVE,4,2009-01-00,2009
715,S0022285208002725.xml,True,253,"nding (observedÃƒÂ¢Ã‹â€ Ã¢â‚¬â„¢calculated) values obtained using the parameters in Tables 2 and 3, are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http",http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.008,https://dx.doi.org/10.1016/j.jms.2008.09.008,302,ACTIVE,3,2009-01-00,2009
716,S0022285208002737.xml,True,253, molecolare.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.09.009,https://dx.doi.org/10.1016/j.jms.2008.09.009,302,ACTIVE,0,2009-01-00,2009
717,S0022285208002919.xml,True,253,Appendix DSupplementary dataSupplementary data for this article are available on ScienceDirect (www.science-direct.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.10.001,https://dx.doi.org/10.1016/j.jms.2008.10.001,302,ACTIVE,9,2009-01-00,2009
718,S0022285208003056.xml,True,253,Appl. Opt.34199533363348[18]http,http://www.cfa.harvard.edu/HITRAN.,http://www.cfa.harvard.edu/HITRAN,false,10.1016/j.jms.2008.10.003,https://dx.doi.org/10.1016/j.jms.2008.10.003,200,ACTIVE,8,2009-02-00,2009
719,S0022285208003135.xml,True,253,ologne.Appendix ASupplementary dataSupplementary data for this article are available on ScienceDirect (www.sciencedirect.com) and as part of the Ohio State University Molecular Spectroscopy Archives (http,http://library.osu.edu/sites/msa/jmsa_hp.htm).,http://library.osu.edu/sites/msa/jmsa_hp.htm,true,10.1016/j.jms.2008.10.006,https://dx.doi.org/10.1016/j.jms.2008.10.006,302,ACTIVE,9,2009-02-00,2009
